timeA,gX,gY,gZ
2064.5,0.37,-1.43,0.3
2065,1.09,0.32,0.72
2065.5,0.42,0.58,0.96
2066,-1.21,0.93,-1.87
2066.5,-0.17,-0.86,6.33
2067,-1.45,2.82,-16.37
2067.5,0.72,-1.8,11.96
2068,-0.49,1.84,-0.41
2068.5,-1.1,-4.49,3.24
2069,-1.46,4.33,5.88
2069.5,0.97,2.41,-26.86
2070,1.14,0.24,14.23
2070.5,-5.12,0.55,-2.04
2071,1.17,-5.58,-0.33
2071.5,-1.25,3.87,-1.04
2072,2.07,-1.76,1.08
2072.5,-1.23,0.01,-0.6
2073,1.27,3.31,0.74
2073.5,-1.53,2.77,-0.76
2074,1.46,-2.41,1.1
2074.5,0.32,-5.81,1.06
2075,0.4,0.58,0.27
2075.5,-0.69,-0.56,-0.07
2076,0.35,-0.02,-0.85
2076.5,-0.31,-0.36,0.71
2077,-2.05,2.25,-1.6
2077.5,0.85,-1.46,1.14
2078,-0.85,0.79,1.37
2078.5,0.49,0.93,-1.71
2079,-0.96,-0.94,2.54
2079.5,0.55,-2.4,0.74
2080,-1.13,-3.89,0.37
2080.5,1.6,3.05,-2.21
2081,0.46,0.99,-0.22
2081.5,0.05,0.02,0.59
2082,0.13,-0.63,1.32
2082.5,0.05,-3.9,0.11
2083,0.09,3.19,-0.07
2083.5,3.01,1.81,0.11
2084,2.04,2.42,0.16
2084.5,-1.66,0.22,-0.09
2085,1.27,-3.47,1.48
2085.5,-0.54,1.14,-0.9
2086,0.64,0.96,-2.67
2086.5,-0.49,1.04,-0.43
2087,-0.14,-2.65,-0.03
2087.5,0.32,1.74,-0.45
2088,-0.2,-0.61,0.11
2088.5,0.83,0.92,-0.69
2089,-0.61,0.4,0.96
2089.5,0.34,-0.86,0.13
2090,2.41,-1.93,1.28
2090.5,-0.66,1.38,-1.63
2091,0.53,-0.25,0.34
2091.5,-0.52,0.25,-0.52
2092,-0.64,-0.37,0.23
2092.5,-2.28,0.06,0.64
2093,-1.34,-0.14,0.66
2093.5,-0.66,1.05,0.6
2094,0.65,0.22,0.9
2094.5,-2.41,-0.24,-0.09
2095,1.13,-4.14,1.04
2095.5,-1.3,-1.46,-0.67
2096,3.59,2.51,-0.88
2096.5,-0.95,-1.46,-1.11
2097,3.6,3.23,0.14
2097.5,3.03,-0.92,0.2
2098,0.06,-2.21,1.24
2098.5,0.05,-4.48,-0.72
2099,1.26,-2.55,2.31
2099.5,-1.39,0.51,-4.82
2100,-0.44,4.77,0.63
2100.5,0.17,-1.57,1.1
2101,0.76,0.65,0.33
2101.5,-1.56,-0.21,0.95
2102,-0.46,-0.2,0.5
2102.5,0.73,-1.69,0.53
2103,-0.52,2.45,-1.34
2103.5,1.32,-1.37,-1.05
2104,-1.29,-0.32,0.29
2104.5,-1.89,0.76,0.76
2105,2.15,-1.52,1.37
2105.5,-0.72,-0.26,-0.09
2106,-0.53,1.84,-1.57
2106.5,-0.18,-1.6,-0.83
2107,0.09,1.6,-1.64
2107.5,0.37,-2.48,-1.83
2108,1.35,1.09,5.76
2108.5,-0.1,-2.63,-0.69
2109,0.29,-0.16,-0.47
2109.5,0.5,0.1,-0.09
2110,-0.2,1.99,3.39
2110.5,3.56,-1.92,-8.14
2111,2.48,1.35,7.63
2111.5,-2.74,-0.27,-8.14
2112,-0.16,0.74,3.39
2112.5,-0.09,2.33,-0.06
2113,-0.17,-2.55,-9.58
2113.5,1.98,0.76,-0.31
2114,-0.27,-1.8,4.9
2114.5,-2.36,1.53,-9.59
2115,2.72,0.93,6.16
2115.5,-2.69,1.61,1.53
2116,1.93,-1.11,2.38
2116.5,0.17,0.17,-12.36
2117,-0.2,-0.24,14.55
2117.5,-1.38,0.49,0.56
2118,-1.34,-0.66,-1.77
2118.5,2.73,-0.28,1.52
2119,-1.54,-0.15,-0.52
2119.5,1.41,-0.13,-0.09
2120,-0.89,-0.2,1.42
2120.5,-1.54,0.74,-3.93
2121,0.03,-1.49,1.19
2121.5,-2.64,2.23,-4.73
2122,4.13,0.04,8.03
2122.5,-0.01,-3.13,-6.56
2123,-0.89,-2.51,-0.38
2123.5,-0.99,2.07,2.54
2124,0.78,-3.08,0.72
2124.5,-0.96,3.26,-0.76
2125,0.56,1.64,-1.06
2125.5,-0.9,0.14,-2.14
2126,-1.01,0.22,-0.54
2126.5,1.57,2.26,0.61
2127,0.45,0.41,0.46
2127.5,0.03,-1.64,-0.62
2128,1.55,-0.99,4.34
2128.5,-0.15,-1.83,-3.29
2129,-1.45,0.27,0.63
2129.5,0.88,-0.62,-0.21
2130,-0.28,0.78,0.96
2130.5,1.07,1.47,-1.22
2131,-1.08,-0.86,0.37
2131.5,0.29,-0.1,-0.54
2132,-0.78,0.31,-0.05
2132.5,0.02,0.2,-0.5
2133,-0.65,1.57,0.48
2133.5,0.43,1.07,0.17
2134,0.09,0.16,0.29
2134.5,-0.3,1.31,-1.08
2135,-0.49,-0.98,0.76
2135.5,0.36,2.42,0.44
2136,1.94,-0.83,-0.22
2136.5,-0.75,-1.43,-0.34
2137,0.89,-0.7,-0.89
2137.5,1.6,-1.64,0.31
2138,-1.02,-1.16,-0.75
2138.5,-0.63,1.71,-0.19
2139,1.15,0.25,-0.47
2139.5,0.09,0.34,-1.1
2140,-0.23,2.66,-0.3
2140.5,-0.93,-0.09,0.25
2141,1.05,-1.53,0.33
2141.5,-0.31,1.02,-0.13
2142,-3.33,1.1,-0.17
2142.5,-0.72,-1.78,0.29
2143,-0.41,0.33,0.51
2143.5,-0.94,0.69,-0.24
2144,3.18,0.96,0.05
2144.5,-0.33,-2.79,-1.32
2145,0.51,-2.04,-0.6
2145.5,0.14,-1.72,0.54
2146,0.21,5.32,-5.02
2146.5,-0.59,-1.72,6.64
2147,-0.53,-3.77,0.98
2147.5,0.9,-0.54,-3.71
2148,0.04,2.68,-0.22
2148.5,-0.71,1.08,-0.21
2149,-1.36,4.61,-1.75
2149.5,-0.82,-1.35,-0.67
2150,0.43,0.6,0.64
2150.5,-0.89,0.38,-0.3
2151,-1.83,0.33,-0.21
2151.5,0.55,1.94,-0.18
2152,-0.92,-0.81,1.48
2152.5,2.35,0.52,-0.04
2153,1.42,0.57,0.18
2153.5,-0.32,-2.01,-0.87
2154,0.02,0.59,1.7
2154.5,-7.19,0.09,-0.93
2155,3.58,-2.45,0.78
2155.5,4.22,-2.92,0.66
2156,-2.68,-1.51,-0.41
2156.5,-1.59,-0.6,0.58
2157,-2.51,1.08,-1.64
2157.5,0.8,4.51,-0.48
2158,0.35,-2.35,0.03
2158.5,2.97,0,0.18
2159,1.17,-0.98,0.86
2159.5,-0.19,-0.83,-2.15
2160,-2.04,0.23,-0.54
2160.5,-2.51,-1.3,-1.36
2161,0.37,-0.53,0.51
2161.5,0.5,1.09,0.18
2162,-3.5,-1.24,-1.32
2162.5,-3.99,-0.8,-0.71
2163,4.04,0.11,0.76
2163.5,0.64,-1.33,0.27
2164,1.08,-0.83,-0.09
2164.5,0.52,-0.45,-0.97
2165,-2.81,1.87,-0.27
2165.5,-1.03,2.24,-1.46
2166,-0.33,4.52,-0.62
2166.5,1.47,6.87,2.3
2167,-2.09,3.24,1.59
2167.5,-1.22,5.29,1.98
2168,2.5,-1.11,4.97
2168.5,-0.86,-6.3,4.11
2169,-4.25,7.67,3.09
2169.5,4.58,-12.3,3.07
2170,-3.77,1.77,0.69
2170.5,0.44,-7.8,-2.68
2171,8.1,1.45,-2.79
2171.5,-2.87,-1.25,-1.98
2172,-4.18,-2.1,-0.74
2172.5,0.24,-2.96,0.63
2173,-1.2,-0.06,0.22
2173.5,1.75,0.92,-1.59
2174,-1.66,-0.01,1.89
2174.5,1.04,0.03,0.4
2175,2.13,0.34,1.95
2175.5,-1.89,1.4,0.98
2176,3.7,-0.02,0.52
2176.5,0.36,-0.07,-0.23
2177,1.47,0.36,-0.22
2177.5,1.16,-0.14,0.19
2178,4.33,-0.19,0.84
2178.5,1.18,0.07,-4.67
2179,1.84,0.23,2.26
2179.5,4.74,-0.26,0.59
2180,0.71,-0.17,0.45
2180.5,-0.02,-0.08,0.33
2181,3.71,0.88,2.03
2181.5,-0.8,-0.49,-0.11
2182,-2.61,0.38,2.22
2182.5,-1.83,0.4,1.91
2183,-2.95,1.45,2.55
2183.5,-0.33,-1.59,-2.29
2184,7.71,0.26,0.9
2184.5,0.75,4.71,-0.64
2185,-2.22,-1.01,0.38
2185.5,-4.87,-0.64,-2.13
2186,2.11,-2.81,0.16
2186.5,-1.6,-0.88,2.51
2187,-1.42,1.59,-0.37
2187.5,-6,0.28,0.09
2188,-1.17,-0.01,-0.97
2188.5,-0.67,-4.89,0.98
2189,0.88,-6.12,-2.1
2189.5,1.21,-3.06,2.93
2190,0.93,3.77,-0.1
2190.5,-1.02,-0.32,0.1
2191,2.27,16.86,-2.36
2191.5,-0.97,3.83,1.49
2192,0.02,2.86,-0.43
2192.5,-0.73,0.53,-0.97
2193,-1.27,-0.27,1.71
2193.5,2.77,-0.26,-3.63
2194,-1.5,1.05,1.1
2194.5,-0.58,-1.46,-2.05
2195,-0.05,0.8,1.54
2195.5,1.02,-6.81,-0.7
2196,0.49,-0.47,1.56
2196.5,-0.65,2.73,-2.4
2197,-1.53,-3.09,-0.33
2197.5,-1.17,-2.11,1.75
2198,-0.89,1.62,3.99
2198.5,1.89,0.15,-1.65
2199,-0.74,1.63,-1.24
2199.5,0.32,1.37,-3.99
2200,1.07,0.6,-0.63
2200.5,-0.92,2.03,1.15
2201,-1.98,-3.13,0.39
2201.5,0.15,-1.79,1.37
2202,-7.87,-0.7,-0.63
2202.5,-2.18,-0.57,1.21
2203,0.46,4.78,1.05
2203.5,0.75,-0.28,-0.15
2204,10.9,-2.24,-0.29
2204.5,1.97,0.21,-1
2205,-2.61,-1.51,0.2
2205.5,6.23,-1.58,-8.89
2206,9.57,-0.58,-1.11
2206.5,6.1,0.4,0.46
2207,-1.41,1.85,-0.9
2207.5,1.28,7.19,5.75
2208,-2.35,-1.76,1.4
2208.5,-0.16,0.13,1.64
2209,3,0.67,2.78
2209.5,-6.02,0.7,-5.02
2210,-3.43,0.47,-2.13
2210.5,-9.1,-2.66,-4.05
2211,-3.04,0.91,0.31
2211.5,-2.61,0.19,0.08
2212,4.62,1.48,6.17
2212.5,-4.79,3.82,0.44
2213,-3.74,3.99,5.31
2213.5,-4.68,1.01,-6.44
2214,6.31,-2.53,-4.39
2214.5,3.32,0.06,-5.19
2215,-0.69,-5.55,2.47
2215.5,4.56,6.28,-0.2
2216,3.41,2.09,-3.53
2216.5,0.76,-2.42,-1.65
2217,-0.36,0.23,2.74
2217.5,0.49,-3.35,-1.62
2218,-0.3,-2.04,1.06
2218.5,0.91,0.79,-2.2
2219,-0.99,5.31,3.82
2219.5,0.19,-0.32,-4.23
2220,0.39,1.61,4.43
2220.5,-6.57,-3.52,0.31
2221,-1.72,2.3,6.1
2221.5,3.07,-0.63,-0.31
2222,-5.14,2.7,-4.7
2222.5,-1.91,-0.83,5.1
2223,2.16,-0.7,1.85
2223.5,-1.02,2.19,1.12
2224,5.94,0.46,-0.9
2224.5,3.29,0.7,-0.81
2225,-1.78,7.05,1.67
2225.5,-2.02,-0.04,-3.86
2226,4.55,2.72,-13.44
2226.5,3.69,1.52,-16.05
2227,2.77,-2.82,-17.83
2227.5,1.73,5.58,-23.82
2228,5.16,0.86,-23.72
2228.5,2.11,0.99,-9.02
2229,2.13,-4.94,3.59
2229.5,1.5,-6.99,-5.19
2230,1.02,-2.22,-3.43
2230.5,0.62,-3.2,-2.06
2231,2.16,-1.35,0.06
2231.5,-1.21,0.3,1.13
2232,-0.81,-1.67,-0.8
2232.5,0.61,-0.02,-2.04
2233,0.39,0.66,1.28
2233.5,0.65,-0.74,0.27
2234,-0.1,0.57,1.15
2234.5,0.1,0.72,0.31
2235,-1.34,-0.05,-0.36
2235.5,0.48,-1.02,-0.59
2236,-1.19,-1.7,-2.13
2236.5,1.14,4.14,1.03
2237,0.28,0.24,2.5
2237.5,-0.73,0.18,-2.51
2238,-4.37,0.73,-0.13
2238.5,-0.68,-1.05,-0.92
2239,0.28,0.26,-0.6
2239.5,-0.44,-0.47,-0.97
2240,-1.66,1.57,-2.17
2240.5,-2.64,0.07,4.29
2241,-0.07,-0.8,1.55
2241.5,5.13,0.57,0.81
2242,2.19,-0.26,-2.81
2242.5,0.71,-0.2,2.57
2243,-0.33,1.03,-0.39
2243.5,-0.23,1.28,-0.08
2244,0.08,0.58,1.96
2244.5,1.94,0.07,-0.95
2245,-0.87,-1.33,1.42
2245.5,0.52,-0.9,0.07
2246,-0.09,1.01,2.31
2246.5,0.38,0.13,0.69
2247,0,-0.4,-5.87
2247.5,-1.31,1.46,1.49
2248,0.57,-0.08,0.99
2248.5,0.66,-1.36,0.56
2249,-0.12,-0.5,-0.09
2249.5,-0.17,0.24,-0.38
2250,0.13,-0.13,-1.08
2250.5,0.17,1.36,-0.2
2251,0.64,-1.84,1.24
2251.5,2.1,1.1,0.3
2252,-0.02,-1.19,1.08
2252.5,0.44,0.83,1.86
2253,-2.68,2.39,-2.56
2253.5,-1.34,-2.3,-2.07
2254,-0.2,-1.53,-0.83
2254.5,-1.2,-0.84,0.67
2255,-3.39,-1.35,0.19
2255.5,-2.06,1.13,1.14
2256,-0.03,0.7,0.13
2256.5,-0.09,-0.53,-2.6
2257,5.25,0.24,-2.92
2257.5,2.11,-0.06,1.48
2258,-1.63,-0.7,0.21
2258.5,0.93,2.66,-1.63
2259,-0.64,3.41,-1.42
2259.5,-1.78,-0.67,0.1
2260,-0.29,1.25,3.83
2260.5,-5.04,1.29,2.32
2261,2.49,-4.94,3.81
2261.5,1.28,-0.27,6.56
2262,-3.65,-1.53,8.52
2262.5,-4.75,-5.07,6.75
2263,2.13,-2.69,3.47
2263.5,-0.88,-2.62,1.41
2264,6.69,2.07,2.2
2264.5,2.62,1.96,0.29
2265,0.31,0.07,-0.75
2265.5,-2.36,-0.49,-0.37
2266,-0.27,0.63,-0.24
2266.5,-0.79,0.1,-0.8
2267,0.01,2.07,0.99
2267.5,2.76,-1.11,1.7
2268,3.1,-1.49,2.84
2268.5,-0.57,0.19,0.8
2269,1.18,-0.58,1.41
2269.5,-3.34,1.21,-0.05
2270,-0.54,0.75,0.3
2270.5,-0.52,0.29,1.31
2271,1.76,-0.58,2.64
2271.5,3.32,-1,1.78
2272,1.67,0.37,2.49
2272.5,6.81,-2.19,1.75
2273,-7.72,2.58,-0.74
2273.5,-0.51,0.33,0.01
2274,1.87,0.18,-0.5
2274.5,-4.96,1.28,-0.87
2275,0.22,-0.17,0.03
2275.5,5.32,2.44,-0.18
2276,-0.7,2.39,1.06
2276.5,-1.42,0.56,2.2
2277,-2.81,0.16,2.88
2277.5,-8.54,-3.7,2.95
2278,-5.42,-3.95,2.76
2278.5,9.01,2.99,2.23
2279,1.51,1.13,0.26
2279.5,-0.91,-0.12,0.08
2280,-2.65,0.25,0.57
2280.5,1.17,0.66,-0.96
2281,0.9,1.76,0.24
2281.5,1.8,-1.11,1.98
2282,6.43,-3.09,2.04
2282.5,4.14,-1.14,1.66
2283,-11.05,2.99,-0.69
2283.5,0.21,0.6,-0.61
2284,6.61,0.21,0.99
2284.5,-4.66,1.81,-0.93
2285,2.4,2.68,0.88
2285.5,-1.19,1.03,0.92
2286,-1.02,2.84,2.55
2286.5,0.56,-3.18,4.14
2287,-2.06,1.68,4.49
2287.5,-1.87,-0.14,2.16
2288,-1.58,-2.17,3.41
2288.5,-2.04,-1.06,2.91
2289,-2.97,-0.2,1.7
2289.5,-0.1,-0.49,2.33
2290,3.83,0.69,1.71
2290.5,0.77,-0.34,0.69
2291,-0.4,0.58,-0.42
2291.5,0.93,-0.04,1.23
2292,-1.01,0.17,1.08
2292.5,4.32,0.49,0.46
2293,-2.98,-0.11,0.3
2293.5,-2.8,-0.59,1.19
2294,2.33,0.51,2.38
2294.5,-0.78,0.25,-0.24
2295,-5.4,-2.14,0.31
2295.5,0.88,0.26,-0.13
2296,6.5,0.96,0.13
2296.5,-0.1,-0.25,-0.66
2297,-3.3,0.59,-0.18
2297.5,2.36,0.19,0.12
2298,0.46,0.77,-0.45
2298.5,-1.35,-0.13,0.15
2299,1.57,1.18,1.72
2299.5,-0.76,0.2,-0.26
2300,-0.14,-1.74,0.2
2300.5,-0.08,-0.21,0.78
2301,2.62,0.22,0.53
2301.5,-3.08,0.11,-1.85
2302,-1.71,-0.27,0.2
2302.5,1.18,0.51,1.2
2303,5.79,-0.42,0.18
2303.5,-1.53,0.95,-0.67
2304,0.02,-0.26,1.7
2304.5,-3.41,-0.57,-0.12
2305,-3.76,-0.35,-0.67
2305.5,-3.86,0.23,-0.11
2306,10.47,0.17,1.34
2306.5,-2.49,-0.13,-0.77
2307,0.82,0.33,-0.22
2307.5,4.03,0.47,0.86
2308,-1.65,1,1.06
2308.5,-4.48,-1.93,-0.71
2309,0.43,0.43,1.68
2309.5,-5.81,0.2,-0.26
2310,4.61,-0.15,-0.08
2310.5,1.18,0.09,0.9
2311,-0.3,-0.08,1.03
2311.5,-2.95,0.39,-0.94
2312,1.11,0.39,-1.08
2312.5,1.19,-0.33,0.94
2313,5.05,-1.1,0.95
2313.5,-2.19,0.15,0.53
2314,0.29,0.31,-0.22
2314.5,1.35,0.14,0.09
2315,2.9,0.34,0.45
2315.5,-5.35,-0.14,-0.85
2316,3.2,-0.1,0.58
2316.5,-3.05,0.15,0.97
2317,-1.24,-0.27,-0.98
2317.5,0.22,-0.17,-1.43
2318,4.85,-0.17,0.95
2318.5,-2.43,0,-0.4
2319,-3.65,0.75,-1.55
2319.5,2.66,0.75,0.43
2320,2.04,-0.15,1.51
2320.5,-3.1,-0.23,-0.54
2321,-3.86,-0.26,-0.75
2321.5,3.26,-0.29,0.67
2322,5.11,0.73,-0.12
2322.5,-2.59,-0.24,-0.69
2323,1.09,0.14,0.85
2323.5,2.12,0.3,0.7
2324,-4.03,-0.36,-0.73
2324.5,-1.89,-0.36,0.47
2325,1.76,0.27,0.38
2325.5,0.11,0.02,0.4
2326,-0.45,-0.13,-1.31
2326.5,-0.29,0.17,0.65
2327,-0.25,0.25,4.15
2327.5,0.82,-0.39,-5.83
2328,0.38,-0.01,-0.23
2328.5,0.3,-1.94,0.58
2329,-0.42,1.26,-0.3
2329.5,-0.04,-0.42,-0.39
2330,-0.28,0.19,0.42
2330.5,-0.17,0.29,3.03
2331,-0.54,0.21,-0.55
2331.5,0.95,-0.24,0.48
2332,-0.66,-0.12,1.91
2332.5,0.61,-0.51,0.45
2333,-0.19,-0.14,0.6
2333.5,-0.69,0.1,-0.75
2334,0.04,0.35,0.45
2334.5,0.08,0.05,-0.47
2335,-0.02,0.42,0.39
2335.5,0.03,0.26,0.63
2336,0.02,-0.07,-1.05
2336.5,-0.4,0.19,1.02
2337,0.18,-0.37,-5.65
2337.5,0.39,0.14,6.41
2338,-0.31,-0.49,-19.12
2338.5,1.92,0.61,-8.86
2339,1.11,0.06,3.79
2339.5,0.47,-0.53,-6.72
2340,-0.07,0.63,-7.54
2340.5,-0.87,0.22,-6.36
2341,0.21,0.24,-6.52
2341.5,-0.53,0.1,-5.66
2342,-1,0.16,-5.03
2342.5,0.37,-0.86,-7.12
2343,-1.55,-0.39,-10.5
2343.5,1.05,-1,-62.97
2344,-0.36,-3.27,-67.88
2344.5,2.96,0.99,-14.94
2345,2.26,1.48,44.47
2345.5,0.47,2.88,36.01
2346,-0.03,0.66,22.17
2346.5,-0.22,-1.27,15.22
2347,0.68,-0.68,8.2
2347.5,1.56,1.98,2.65
2348,-1.68,0.52,-2.56
2348.5,-0.09,0.16,0.53
2349,-1.2,-1.77,3.28
2349.5,-0.95,1.35,3.03
2350,-4.48,-0.75,2.42
2350.5,-3.41,-1.25,0.72
2351,0.66,1.2,-5.28
2351.5,0.19,0.65,-3.15
2352,0.59,0.67,22.36
2352.5,3.32,-0.01,-10.96
2353,1.2,-2.17,-3.66
2353.5,0.16,2.59,8.42
2354,-3.89,-0.39,-0.05
2354.5,-1.03,-0.19,-0.13
2355,0.21,0.67,4.15
2355.5,-0.19,-0.47,-1.43
2356,0.24,2.7,-1.13
2356.5,0.3,0.1,2.7
2357,-0.33,-1.23,1.48
2357.5,0.78,-3.39,3.27
2358,1.58,1.42,-4.7
2358.5,-0.14,-1.1,-18.77
2359,-0.31,0.31,-15.74
2359.5,0.28,0.64,-6.75
2360,-0.84,0.63,-6.04
2360.5,-0.19,-0.4,7.21
2361,1.56,0.35,8.53
2361.5,-8.36,-1.93,-7.19
2362,14.43,-0.4,-0.67
2362.5,1.73,0.07,-5.82
2363,-1.64,-0.66,-9.4
2363.5,-4.15,-0.45,-6.32
2364,10.75,5.22,27.29
2364.5,-1.87,3.84,23.38
2365,-1.3,-0.29,-1.54
2365.5,-0.76,-0.21,-2.19
2366,-4.2,-2.72,-13.19
2366.5,-3.11,-0.01,16.48
2367,-2.47,0.17,13.94
2367.5,-3.54,1.36,-43.98
2368,-1.38,0.8,-17.85
2368.5,1.71,0.81,5.66
2369,1.83,-1.73,14.36
2369.5,2.29,2.1,1.36
2370,10.85,0.06,-7.13
2370.5,-10.67,-0.07,-0.59
2371,1.05,1.51,-1.54
2371.5,13.88,1.98,32.35
2372,-2.86,-1.62,1.27
2372.5,-0.87,2.28,-2.45
2373,1.73,-1.81,-18.42
2373.5,-4.7,-1.41,-1.27
2374,-2.57,3.75,27.48
2374.5,-2.23,0.59,14.24
2375,-2.98,0.58,8.93
2375.5,-2.06,-0.85,-44.1
2376,-2.67,-0.66,-2.02
2376.5,1.35,-0.26,8.96
2377,-6.26,-1.01,17.26
2377.5,10.81,-0.88,-1.26
2378,-2.09,0.93,-3.37
2378.5,-0.67,0.48,-10.25
2379,-8.58,0.37,5.71
2379.5,10.64,1.21,-0.22
2380,2.57,-2.21,-4.6
2380.5,1.96,1.2,6.95
2381,-1.17,-1.34,-7.36
2381.5,1.92,-0.58,-5.69
2382,0.98,1.12,6.93
2382.5,-5.49,1.37,20.92
2383,-4.28,-0.59,-9.15
2383.5,-1.85,-1.49,-13.81
2384,-1.72,-0.07,12.9
2384.5,-0.6,-0.68,31.44
2385,0.58,-0.16,5.44
2385.5,2.22,0.25,4.31
2386,0.81,-0.2,6.89
2386.5,8.58,-0.67,-11.23
2387,-9.72,-0.5,-40.02
2387.5,-1.63,-0.73,-14.05
2388,-9.79,-0.92,4.65
2388.5,10.85,2.56,11.18
2389,-2.53,0.69,12.84
2389.5,3.41,0.88,20.07
2390,1.68,1.61,12.6
2390.5,-0.52,0.73,6.76
2391,-1.75,0.87,-0.42
2391.5,-1.12,-0.88,-1.88
2392,-1.17,0.35,6.53
2392.5,-1.2,-0.78,13
2393,-0.03,0.72,12.19
2393.5,2.07,0.36,11.09
2394,1.33,1.31,-1.38
2394.5,-0.33,0.83,4.08
2395,-3.12,13.33,-10.66
2395.5,-0.69,-8.06,2.82
2396,3.41,2.77,6.85
2396.5,-1.12,3.7,3.06
2397,-0.76,-3.39,-3.64
2397.5,0.06,1.35,6.46
2398,-2.83,-1.84,-5.41
2398.5,5.05,-0.48,0.95
2399,2.43,2.13,2.7
2399.5,1.03,1.06,3.71
2400,1.89,0.01,11.96
2400.5,8.15,0.34,-0.82
2401,1.27,1.58,2.65
2401.5,-4.65,3.65,9.13
2402,-2.23,-0.05,7.18
2402.5,-3.96,0.02,9.43
2403,4.05,-7.49,-53.35
2403.5,2.75,0.56,-2.88
2404,-0.35,1.13,0.91
2404.5,1.81,0.06,0.3
2405,-0.9,-3.46,-0.85
